,bug_id,feature_combine,feature_name,score
0,49299,OB,OB,0.9301918148994446
1,49299,EB,EB,0.7855328321456909
2,49299,SR,SR,0.8451718688011169
3,49299,OB_EB,OB,0.8661702871322632
4,49299,OB_EB,EB,0.7981062531471252
5,49299,OB_SR,OB,0.813957691192627
6,49299,OB_SR,SR,0.6997946500778198
7,49299,EB_SR,EB,0.7387206554412842
8,49299,EB_SR,SR,0.8282512426376343
9,49195,OB,OB,0.8962128758430481
10,49195,EB,EB,0.8164778351783752
11,49195,SR,SR,0.7489036321640015
12,49195,OB_EB,OB,0.8895139694213867
13,49195,OB_EB,EB,0.805952787399292
14,49195,OB_SR,OB,0.8921875357627869
15,49195,OB_SR,SR,0.8009321689605713
16,49195,EB_SR,EB,0.8225334286689758
17,49195,EB_SR,SR,0.8022755980491638
18,49503,OB,OB,0.8772484064102173
19,49503,EB,EB,0.7783960103988647
20,49503,SR,SR,0.7247993350028992
21,49503,OB_EB,OB,0.867254376411438
22,49503,OB_EB,EB,0.742220401763916
23,49503,OB_SR,OB,0.884191632270813
24,49503,OB_SR,SR,0.789132833480835
25,49503,EB_SR,EB,0.796015739440918
26,49503,EB_SR,SR,0.7830713391304016
27,49536,OB,OB,0.9530890583992004
28,49536,EB,EB,0.8772432804107666
29,49536,SR,SR,0.7756732702255249
30,49536,OB_EB,OB,0.9242854714393616
31,49536,OB_EB,EB,0.8072275519371033
32,49536,OB_SR,OB,0.9343584775924683
33,49536,OB_SR,SR,0.8320180177688599
34,49536,EB_SR,EB,0.885352373123169
35,49536,EB_SR,SR,0.7698571085929871
36,49235,OB,OB,0.6518462300300598
37,49235,EB,EB,0.6508200168609619
38,49235,SR,SR,0.5401796102523804
39,49235,OB_EB,OB,0.5632763504981995
40,49235,OB_EB,EB,0.6017059087753296
41,49235,OB_SR,OB,0.5840959548950195
42,49235,OB_SR,SR,0.6362890601158142
43,49235,EB_SR,EB,0.6917054057121277
44,49235,EB_SR,SR,0.6177041530609131
