,bug_id,feature_combine,feature_name,score
0,8142,OB,OB,0.8803843855857849
1,8142,EB,EB,0.8756941556930542
2,8142,SR,SR,0.5836605429649353
3,8142,OB_EB,OB,0.7689074873924255
4,8142,OB_EB,EB,0.8253341913223267
5,8142,OB_SR,OB,0.8902221918106079
6,8142,OB_SR,SR,0.6059237718582153
7,8142,EB_SR,EB,0.8831559419631958
8,8142,EB_SR,SR,0.6005830764770508
9,6536,OB,OB,0.839523196220398
10,6536,EB,EB,0.8756512999534607
11,6536,SR,SR,0.7747530341148376
12,6536,OB_EB,OB,0.8750362992286682
13,6536,OB_EB,EB,0.8209393620491028
14,6536,OB_SR,OB,0.8950459957122803
15,6536,OB_SR,SR,0.7025014162063599
16,6536,EB_SR,EB,0.814409077167511
17,6536,EB_SR,SR,0.7492812871932983
18,4974,OB,OB,0.8592337965965271
19,4974,EB,EB,0.8705093264579773
20,4974,SR,SR,0.6824029088020325
21,4974,OB_EB,OB,0.7965351343154907
22,4974,OB_EB,EB,0.907160758972168
23,4974,OB_SR,OB,0.8045502305030823
24,4974,OB_SR,SR,0.7621009349822998
25,4974,EB_SR,EB,0.9140312671661377
26,4974,EB_SR,SR,0.745773434638977
27,5340,OB,OB,0.8374292850494385
28,5340,EB,EB,0.921029806137085
29,5340,SR,SR,0.8569371700286865
30,5340,OB_EB,OB,0.803009569644928
31,5340,OB_EB,EB,0.7967151403427124
32,5340,OB_SR,OB,0.9145561456680298
33,5340,OB_SR,SR,0.8649948239326477
34,5340,EB_SR,EB,0.9257097244262695
35,5340,EB_SR,SR,0.860396683216095
36,9654,OB,OB,0.8755253553390503
37,9654,EB,EB,0.9396982789039612
38,9654,SR,SR,0.7332445383071899
39,9654,OB_EB,OB,0.6827136874198914
40,9654,OB_EB,EB,0.8143956065177917
41,9654,OB_SR,OB,0.8758078813552856
42,9654,OB_SR,SR,0.7273929715156555
43,9654,EB_SR,EB,0.9150148630142212
44,9654,EB_SR,SR,0.7813852429389954
45,4971,OB,OB,0.49326038360595703
46,4971,EB,EB,0.6822835803031921
47,4971,SR,SR,0.7316708564758301
48,4971,OB_EB,OB,0.4758661389350891
49,4971,OB_EB,EB,0.6091406941413879
50,4971,OB_SR,OB,0.5357552766799927
51,4971,OB_SR,SR,0.7013161182403564
52,4971,EB_SR,EB,0.759148359298706
53,4971,EB_SR,SR,0.7183376550674438
54,6322,OB,OB,0.5778018832206726
55,6322,EB,EB,0.6139956116676331
56,6322,SR,SR,0.587759256362915
57,6322,OB_EB,OB,0.5522512793540955
58,6322,OB_EB,EB,0.6437434554100037
59,6322,OB_SR,OB,0.5950314998626709
60,6322,OB_SR,SR,0.7193883061408997
61,6322,EB_SR,EB,0.5443697571754456
62,6322,EB_SR,SR,0.5661343932151794
63,6410,OB,OB,0.7838335037231445
64,6410,EB,EB,0.842344343662262
65,6410,SR,SR,0.7800030708312988
66,6410,OB_EB,OB,0.8200604915618896
67,6410,OB_EB,EB,0.8265212774276733
68,6410,OB_SR,OB,0.8168726563453674
69,6410,OB_SR,SR,0.7560465931892395
70,6410,EB_SR,EB,0.8401492834091187
71,6410,EB_SR,SR,0.7770895957946777
72,6009,OB,OB,0.6669459342956543
73,6009,EB,EB,0.9273782968521118
74,6009,SR,SR,0.8970307111740112
75,6009,OB_EB,OB,0.6366579532623291
76,6009,OB_EB,EB,0.9273782968521118
77,6009,OB_SR,OB,0.6603659987449646
78,6009,OB_SR,SR,0.8624518513679504
79,6009,EB_SR,EB,0.7947888374328613
80,6009,EB_SR,SR,0.8798617124557495
81,10022,OB,OB,0.9376844167709351
82,10022,EB,EB,0.7827605605125427
83,10022,SR,SR,0.8016451001167297
84,10022,OB_EB,OB,0.9229127764701843
85,10022,OB_EB,EB,0.7660923004150391
86,10022,OB_SR,OB,0.8352082967758179
87,10022,OB_SR,SR,0.8025698065757751
88,10022,EB_SR,EB,0.7270379662513733
89,10022,EB_SR,SR,0.8205748200416565
90,4964,OB,OB,0.8875207901000977
91,4964,EB,EB,0.5850204229354858
92,4964,SR,SR,0.7672014832496643
93,4964,OB_EB,OB,0.8455177545547485
94,4964,OB_EB,EB,0.49252259731292725
95,4964,OB_SR,OB,0.8266749382019043
96,4964,OB_SR,SR,0.766560971736908
97,4964,EB_SR,EB,0.5618888735771179
98,4964,EB_SR,SR,0.8436204195022583
99,3666,OB,OB,0.736651599407196
100,3666,EB,EB,0.798721969127655
101,3666,SR,SR,0.8127472400665283
102,3666,OB_EB,OB,0.6229664087295532
103,3666,OB_EB,EB,0.7628203630447388
104,3666,OB_SR,OB,0.7907636165618896
105,3666,OB_SR,SR,0.858178436756134
106,3666,EB_SR,EB,0.7081509828567505
107,3666,EB_SR,SR,0.7859242558479309
108,5473,OB,OB,0.8318290710449219
109,5473,EB,EB,0.8919612169265747
110,5473,SR,SR,0.8411523103713989
111,5473,OB_EB,OB,0.8016106486320496
112,5473,OB_EB,EB,0.8639178276062012
113,5473,OB_SR,OB,0.8986837863922119
114,5473,OB_SR,SR,0.7995383143424988
115,5473,EB_SR,EB,0.9012210369110107
116,5473,EB_SR,SR,0.8340598344802856
117,10403,OB,OB,0.9594898223876953
118,10403,EB,EB,0.8359735608100891
119,10403,SR,SR,0.8910841345787048
120,10403,OB_EB,OB,0.9169986844062805
121,10403,OB_EB,EB,0.8120356202125549
122,10403,OB_SR,OB,0.8823308348655701
123,10403,OB_SR,SR,0.8346567153930664
124,10403,EB_SR,EB,0.8390248417854309
125,10403,EB_SR,SR,0.8940008878707886
126,6125,OB,OB,0.6061530113220215
127,6125,EB,EB,0.8022680878639221
128,6125,SR,SR,0.7607320547103882
129,6125,OB_EB,OB,0.5283106565475464
130,6125,OB_EB,EB,0.6987730860710144
131,6125,OB_SR,OB,0.45890823006629944
132,6125,OB_SR,SR,0.797868013381958
