,bug_id,feature_combine,feature_name,score
0,112458,OB,OB,0.8104424476623535
1,112458,EB,EB,0.7809638977050781
2,112458,SR,SR,0.7173904776573181
3,112458,OB_EB,OB,0.7966108322143555
4,112458,OB_EB,EB,0.7467741966247559
5,112458,OB_SR,OB,0.7213578224182129
6,112458,OB_SR,SR,0.7034473419189453
7,11280,OB,OB,0.6018384695053101
8,11280,EB,EB,0.7696786522865295
9,11280,SR,SR,0.8149864077568054
10,11280,OB_EB,OB,0.6013122200965881
11,11280,OB_EB,EB,0.8177394866943359
12,11280,OB_SR,OB,0.6564051508903503
13,11280,OB_SR,SR,0.7998161315917969
14,11280,EB_SR,EB,0.7375513911247253
15,11280,EB_SR,SR,0.829874575138092
16,151938,OB,OB,0.9239556789398193
17,151938,EB,EB,0.7666782736778259
18,151938,SR,SR,0.8189098238945007
19,151938,OB_EB,OB,0.8794382810592651
20,151938,OB_EB,EB,0.8160485029220581
21,151938,OB_SR,OB,0.8059678673744202
22,151938,OB_SR,SR,0.7761266231536865
23,151938,EB_SR,EB,0.8187541365623474
24,151938,EB_SR,SR,0.8542184233665466
25,269522,OB,OB,0.9599797129631042
26,269522,EB,EB,0.45368438959121704
27,269522,SR,SR,0.8125248551368713
28,269522,OB_EB,OB,0.7123146653175354
29,269522,OB_EB,EB,0.7601568698883057
30,269522,OB_SR,OB,0.7121360301971436
31,269522,OB_SR,SR,0.8223171830177307
32,269522,EB_SR,EB,0.7170283794403076
33,269522,EB_SR,SR,0.8570799827575684
34,37021,OB,OB,0.8524191975593567
35,37021,EB,EB,0.8330596089363098
36,37021,SR,SR,0.873643159866333
37,37021,OB_EB,OB,0.7874045968055725
38,37021,OB_EB,EB,0.9182128310203552
39,37021,OB_SR,OB,0.7733334898948669
40,37021,OB_SR,SR,0.8270614147186279
41,37021,EB_SR,EB,0.8904924392700195
42,37021,EB_SR,SR,0.8372836709022522
43,38131,OB,OB,0.3992016911506653
44,38131,EB,EB,0.7087626457214355
45,38131,SR,SR,0.513256311416626
46,38131,OB_EB,OB,0.7416077852249146
47,38131,OB_EB,EB,0.6171607375144958
48,38131,OB_SR,OB,0.7498469352722168
49,38131,OB_SR,SR,0.5603692531585693
50,38131,EB_SR,EB,0.7250091433525085
51,38131,EB_SR,SR,0.5748331546783447
52,47910,OB,OB,0.8698729872703552
53,47910,EB,EB,0.816666305065155
54,47910,SR,SR,0.8541221618652344
55,47910,OB_EB,OB,0.8167719841003418
56,47910,OB_EB,EB,0.7331201434135437
57,47910,OB_SR,OB,0.866631269454956
58,47910,OB_SR,SR,0.7296295762062073
59,47910,EB_SR,EB,0.8812456727027893
60,47910,EB_SR,SR,0.7815942764282227
