,bug_id,feature_combine,feature_name,score
0,6656,OB,OB,0.8839610815048218
1,6656,EB,EB,0.8832874894142151
2,6656,SR,SR,0.8462652564048767
3,6656,OB_EB,OB,0.9024491906166077
4,6656,OB_EB,EB,0.9176701307296753
5,6656,OB_SR,OB,0.8634466528892517
6,6656,OB_SR,SR,0.8148202300071716
7,6656,EB_SR,EB,0.8831818103790283
8,6656,EB_SR,SR,0.8568461537361145
9,14197,OB,OB,0.8839969635009766
10,14197,EB,EB,0.7500389218330383
11,14197,SR,SR,0.8742453455924988
12,14197,OB_EB,OB,0.6905505657196045
13,14197,OB_EB,EB,0.8128019571304321
14,14197,OB_SR,OB,0.8005799055099487
15,14197,OB_SR,SR,0.8272663354873657
16,14197,EB_SR,EB,0.8511006236076355
17,14197,EB_SR,SR,0.8767707943916321
18,6304,OB,OB,0.5765336155891418
19,6304,EB,EB,0.633385181427002
20,6304,SR,SR,0.7772969603538513
21,6304,OB_EB,OB,0.6597683429718018
22,6304,OB_EB,EB,0.75517737865448
23,6304,OB_SR,OB,0.5921666026115417
24,6304,OB_SR,SR,0.787022054195404
25,6304,EB_SR,EB,0.6363955140113831
26,6304,EB_SR,SR,0.8187990784645081
27,12906,OB,OB,0.904340922832489
28,12906,EB,EB,0.578510046005249
29,12906,SR,SR,0.8870189189910889
30,12906,OB_EB,OB,0.8555949926376343
31,12906,OB_EB,EB,0.6438518762588501
32,12906,OB_SR,OB,0.8820304274559021
33,12906,OB_SR,SR,0.8015991449356079
34,12906,EB_SR,EB,0.619730532169342
35,12906,EB_SR,SR,0.9113239645957947
36,15899,OB,OB,0.85762619972229
37,15899,EB,EB,0.7448136806488037
38,15899,SR,SR,0.7348711490631104
39,15899,OB_EB,OB,0.8551992177963257
40,15899,OB_EB,EB,0.6640790104866028
41,15899,OB_SR,OB,0.8198323249816895
42,15899,OB_SR,SR,0.7152326703071594
43,15899,EB_SR,EB,0.7659730911254883
44,15899,EB_SR,SR,0.8397294878959656
45,2940,OB,OB,0.7977805137634277
46,2940,EB,EB,0.876103401184082
47,2940,SR,SR,0.6379998326301575
48,2940,OB_EB,OB,0.7963488101959229
49,2940,OB_EB,EB,0.7623066306114197
50,2940,OB_SR,OB,0.7921849489212036
51,2940,OB_SR,SR,0.6503547430038452
52,2940,EB_SR,EB,0.876103401184082
53,2940,EB_SR,SR,0.643912672996521
54,7581,OB,OB,0.7542670369148254
55,7581,EB,EB,0.8525649905204773
56,7581,SR,SR,0.8469429612159729
57,7581,OB_EB,OB,0.7160745859146118
58,7581,OB_EB,EB,0.882904589176178
59,7581,OB_SR,OB,0.7680387496948242
60,7581,OB_SR,SR,0.9189242124557495
61,7581,EB_SR,EB,0.8254974484443665
62,7581,EB_SR,SR,0.8531084656715393
63,2694,OB,OB,0.6880226135253906
64,2694,EB,EB,0.7371959686279297
65,2694,SR,SR,0.8664093613624573
66,2694,OB_EB,OB,0.4784736633300781
67,2694,OB_EB,EB,0.795088529586792
68,2694,OB_SR,OB,0.3333570063114166
69,2694,OB_SR,SR,0.7968124151229858
70,2694,EB_SR,EB,0.8835025429725647
71,2694,EB_SR,SR,0.8549174070358276
72,7734,OB,OB,0.8455396294593811
73,7734,EB,EB,0.8678601980209351
74,7734,SR,SR,0.8573082089424133
75,7734,OB_EB,OB,0.9049100279808044
76,7734,OB_EB,EB,0.8264208436012268
77,7734,OB_SR,OB,0.8150767087936401
78,7734,OB_SR,SR,0.7498658299446106
79,7734,EB_SR,EB,0.753715991973877
80,7734,EB_SR,SR,0.9220356345176697
81,7752,OB,OB,0.8804481625556946
82,7752,EB,EB,0.8169676661491394
83,7752,SR,SR,0.804606556892395
84,7752,OB_EB,OB,0.9043972492218018
85,7752,OB_EB,EB,0.8322739601135254
86,7752,OB_SR,OB,0.8909211158752441
87,7752,OB_SR,SR,0.785975992679596
88,7752,EB_SR,EB,0.8304194808006287
89,7752,EB_SR,SR,0.8015048503875732
90,7785,OB,OB,0.8379867672920227
91,7785,EB,EB,0.8496808409690857
92,7785,SR,SR,0.8669339418411255
93,7785,OB_EB,OB,0.6626460552215576
94,7785,OB_EB,EB,0.8790355324745178
95,7785,OB_SR,OB,0.8557317852973938
96,7785,OB_SR,SR,0.9348784685134888
97,7785,EB_SR,EB,0.8433827757835388
98,7785,EB_SR,SR,0.9182898998260498
99,2120,OB,OB,0.8796867728233337
100,2120,EB,EB,0.8605474233627319
101,2120,SR,SR,0.534197986125946
102,2120,OB_EB,OB,0.5281834602355957
