,bug_id,feature_combine,feature_name,score
0,117981,OB,OB,0.7273139357566833
1,117981,EB,EB,0.8341307640075684
2,117981,SR,SR,0.7700935006141663
3,117981,OB_EB,OB,0.8384988307952881
4,117981,OB_EB,EB,0.8671407103538513
5,117981,OB_SR,OB,0.8110948801040649
6,117981,OB_SR,SR,0.7135378122329712
7,117981,EB_SR,EB,0.0
8,117981,EB_SR,SR,0.0
9,116829,OB,OB,0.7903947234153748
10,116829,EB,EB,0.8544186949729919
11,116829,SR,SR,0.7151110768318176
12,116829,OB_EB,OB,0.8028684854507446
13,116829,OB_EB,EB,0.8879268765449524
14,116829,OB_SR,OB,0.8786259293556213
15,116829,OB_SR,SR,0.6843352913856506
16,116829,EB_SR,EB,0.8286715149879456
17,116829,EB_SR,SR,0.6951513886451721
18,104630,OB,OB,0.6581936478614807
19,104630,EB,EB,0.0
20,104630,SR,SR,0.62842857837677
21,104630,OB_EB,OB,0.7271016240119934
22,104630,OB_EB,EB,0.7419198751449585
23,104630,OB_SR,OB,0.6255555152893066
24,104630,OB_SR,SR,0.6515563130378723
25,104630,EB_SR,EB,0.7010074853897095
26,104630,EB_SR,SR,0.6490314602851868
27,116609,OB,OB,0.622107744216919
28,116609,EB,EB,0.5685974955558777
29,116609,SR,SR,0.6068133115768433
30,116609,OB_EB,OB,0.6882631182670593
31,116609,OB_EB,EB,0.6307701468467712
32,116609,OB_SR,OB,0.6773971319198608
33,116609,OB_SR,SR,0.607815146446228
34,116609,EB_SR,EB,0.7047781348228455
35,116609,EB_SR,SR,0.5959401726722717
36,110566,OB,OB,0.8821684718132019
37,110566,EB,EB,0.61308753490448
38,110566,SR,SR,0.7236654758453369
39,110566,OB_EB,OB,0.9211906790733337
40,110566,OB_EB,EB,0.584906816482544
41,110566,OB_SR,OB,0.8906606435775757
42,110566,OB_SR,SR,0.8098456859588623
43,110566,EB_SR,EB,0.6467325091362
44,110566,EB_SR,SR,0.7883601188659668
45,121170,OB,OB,0.752149224281311
46,121170,EB,EB,0.8803426623344421
47,121170,SR,SR,0.6278441548347473
48,121170,OB_EB,OB,0.7406235933303833
49,121170,OB_EB,EB,0.8901668190956116
50,121170,OB_SR,OB,0.761630117893219
51,121170,OB_SR,SR,0.5204242467880249
52,121170,EB_SR,EB,0.907759428024292
53,121170,EB_SR,SR,0.5760363936424255
54,108822,OB,OB,0.818505585193634
55,108822,EB,EB,0.856575071811676
56,108822,SR,SR,0.8257800340652466
57,108822,OB_EB,OB,0.8969624638557434
58,108822,OB_EB,EB,0.8601875305175781
59,108822,OB_SR,OB,0.5770629048347473
60,108822,OB_SR,SR,0.8633775115013123
61,108822,EB_SR,EB,0.8317714929580688
62,108822,EB_SR,SR,0.8330497741699219
63,101187,OB,OB,0.7905322313308716
64,101187,EB,EB,0.7847781181335449
65,101187,SR,SR,0.5705506205558777
66,101187,OB_EB,OB,0.7700877785682678
67,101187,OB_EB,EB,0.8105254173278809
68,101187,OB_SR,OB,0.7905322313308716
69,101187,OB_SR,SR,0.7083570957183838
70,101187,EB_SR,EB,0.7847781181335449
71,101187,EB_SR,SR,0.6190996170043945
72,109350,OB,OB,0.7789442539215088
73,109350,EB,EB,0.9162352085113525
74,109350,SR,SR,0.9109910726547241
75,109350,OB_EB,OB,0.8408377766609192
76,109350,OB_EB,EB,0.8969106674194336
77,109350,OB_SR,OB,0.8754211068153381
78,109350,OB_SR,SR,0.921872079372406
79,109350,EB_SR,EB,0.8941078782081604
80,109350,EB_SR,SR,0.8611754179000854
81,121682,OB,OB,0.6700918078422546
82,121682,EB,EB,0.7387952208518982
83,121682,SR,SR,0.8347084522247314
84,121682,OB_EB,OB,0.7066085934638977
85,121682,OB_EB,EB,0.6390759944915771
86,121682,OB_SR,OB,0.6843045949935913
87,121682,OB_SR,SR,0.8177919387817383
88,121682,EB_SR,EB,0.5648531913757324
89,121682,EB_SR,SR,0.7874242067337036
90,114903,OB,OB,0.554254949092865
91,114903,EB,EB,0.812662661075592
92,114903,SR,SR,0.8126535415649414
93,114903,OB_EB,OB,0.7858973145484924
94,114903,OB_EB,EB,0.7768888473510742
95,114903,OB_SR,OB,0.7224624156951904
96,114903,OB_SR,SR,0.727092981338501
97,114903,EB_SR,EB,0.7842718362808228
98,114903,EB_SR,SR,0.8057942986488342
99,121687,OB,OB,0.3361569344997406
100,121687,EB,EB,0.6735600829124451
101,121687,SR,SR,0.7540372014045715
102,121687,OB_EB,OB,0.8175787925720215
103,121687,OB_EB,EB,0.698215126991272
104,121687,OB_SR,OB,0.8492143750190735
105,121687,OB_SR,SR,0.8303927779197693
106,121687,EB_SR,EB,0.6397436857223511
107,121687,EB_SR,SR,0.585405707359314
108,116744,OB,OB,0.7093682885169983
109,116744,EB,EB,0.8057345151901245
110,116744,SR,SR,0.7281636595726013
111,116744,OB_EB,OB,0.7496399283409119
112,116744,OB_EB,EB,0.8446871042251587
113,116744,OB_SR,OB,0.668328046798706
114,116744,OB_SR,SR,0.7657977342605591
115,116744,EB_SR,EB,0.8096737265586853
116,116744,EB_SR,SR,0.7491781115531921
117,120315,OB,OB,0.7678254842758179
118,120315,EB,EB,0.0
119,120315,SR,SR,0.8628509044647217
120,120315,OB_EB,OB,0.8480579257011414
121,120315,OB_EB,EB,0.7532973289489746
122,120315,OB_SR,OB,0.8644168376922607
123,120315,OB_SR,SR,0.8369976282119751
124,120315,EB_SR,EB,0.8117712736129761
125,120315,EB_SR,SR,0.8675315380096436
126,121323,OB,OB,0.8673532605171204
127,121323,EB,EB,0.7959733009338379
128,121323,SR,SR,0.8378422856330872
129,121323,OB_EB,OB,0.9097797870635986
130,121323,OB_EB,EB,0.8474764823913574
131,121323,OB_SR,OB,0.9113879799842834
132,121323,OB_SR,SR,0.7890626192092896
133,121323,EB_SR,EB,0.8196298480033875
134,121323,EB_SR,SR,0.8496711850166321
135,116564,OB,OB,0.8005483746528625
136,116564,EB,EB,0.862274169921875
