,bug_id,feature_combine,feature_name,score
0,47910,OB,OB,0.7719399929046631
1,47910,EB,EB,0.8404733538627625
2,47910,SR,SR,0.7106406688690186
3,47910,OB_EB,OB,0.6946524381637573
4,47910,OB_EB,EB,0.8617715239524841
5,47910,OB_SR,OB,0.8594459295272827
6,47910,OB_SR,SR,0.7429806590080261
7,47910,EB_SR,EB,0.8776088356971741
8,47910,EB_SR,SR,0.7339620590209961
9,38131,OB,OB,0.7004026174545288
10,38131,EB,EB,0.6463713049888611
11,38131,SR,SR,0.5483484864234924
12,38131,OB_EB,OB,0.7913541793823242
13,38131,OB_EB,EB,0.5681220889091492
14,38131,OB_SR,OB,0.6990225911140442
15,38131,OB_SR,SR,0.5339750647544861
16,38131,EB_SR,EB,0.6427521705627441
17,38131,EB_SR,SR,0.4856717884540558
18,37021,OB,OB,0.8181259632110596
19,37021,EB,EB,0.9354714155197144
20,37021,SR,SR,0.8387305736541748
21,37021,OB_EB,OB,0.8698651790618896
22,37021,OB_EB,EB,0.9025232195854187
23,37021,OB_SR,OB,0.8193016052246094
24,37021,OB_SR,SR,0.8653205633163452
25,37021,EB_SR,EB,0.8939197659492493
26,37021,EB_SR,SR,0.754409909248352
27,11280,OB,OB,0.6109619140625
28,11280,EB,EB,0.8286442160606384
29,11280,SR,SR,0.8794828653335571
30,11280,OB_EB,OB,0.6304829716682434
31,11280,OB_EB,EB,0.7878651022911072
32,11280,OB_SR,OB,0.706157386302948
33,11280,OB_SR,SR,0.8662784695625305
34,11280,EB_SR,EB,0.0
35,11280,EB_SR,SR,0.0
