,bug_id,feature_com,feature,score
0,49195,OB,OB,0.9106768369674683
1,49195,EB,EB,0.8316221833229065
2,49195,SR,SR,0.7607457637786865
3,49195,OB EB,OB,0.9177668690681458
4,49195,OB EB,EB,0.8056687712669373
5,49195,OB SR,OB,0.9030184149742126
6,49195,OB SR,SR,0.7587251663208008
7,49195,EB SR,EB,0.8337501287460327
8,49195,EB SR,SR,0.7848203182220459
9,49235,OB,OB,0.47143587470054626
10,49235,EB,EB,0.5760828256607056
11,49235,SR,SR,0.6622390747070312
12,49235,OB EB,OB,0.6479080319404602
13,49235,OB EB,EB,0.6454963684082031
14,49235,OB SR,OB,0.5238765478134155
15,49235,OB SR,SR,0.647154688835144
16,49235,EB SR,EB,0.6757308840751648
17,49235,EB SR,SR,0.6321472525596619
18,49299,OB,OB,0.8989725708961487
19,49299,EB,EB,0.798744797706604
20,49299,SR,SR,0.7447850704193115
21,49299,OB EB,OB,0.9207352995872498
22,49299,OB EB,EB,0.8188102841377258
23,49299,OB SR,OB,0.9318047165870667
24,49299,OB SR,SR,0.8410120010375977
25,49299,EB SR,EB,0.7991332411766052
26,49299,EB SR,SR,0.8274935483932495
27,49503,OB,OB,0.8830744028091431
28,49503,EB,EB,0.7800012230873108
29,49503,SR,SR,0.9562788605690002
30,49503,OB EB,OB,0.8341308832168579
31,49503,OB EB,EB,0.7989414930343628
32,49503,OB SR,OB,0.8176085352897644
33,49503,OB SR,SR,0.7123057246208191
34,49503,EB SR,EB,0.7181589007377625
35,49503,EB SR,SR,0.9577473998069763
36,49536,OB,OB,0.9527907967567444
37,49536,EB,EB,0.839408814907074
38,49536,SR,SR,0.8815988898277283
39,49536,OB EB,OB,0.8041001558303833
40,49536,OB EB,EB,0.8051212430000305
41,49536,OB SR,OB,0.7590460181236267
42,49536,OB SR,SR,0.7947012186050415
43,49536,EB SR,EB,0.839408814907074
44,49536,EB SR,SR,0.8813850283622742
45,49890,OB,OB,0.7423604130744934
46,49890,EB,EB,0.6649096608161926
47,49890,SR,SR,0.8847931027412415
48,49890,OB EB,OB,0.7094083428382874
49,49890,OB EB,EB,0.6836589574813843
50,49890,OB SR,OB,0.7375885248184204
51,49890,OB SR,SR,0.7824262976646423
52,49890,EB SR,EB,0.6729868650436401
53,49890,EB SR,SR,0.8362210988998413
54,50016,OB,OB,0.8821865320205688
55,50016,EB,EB,0.885622501373291
56,50016,SR,SR,0.6697722673416138
57,50016,OB EB,OB,0.8878335952758789
58,50016,OB EB,EB,0.8873410820960999
59,50016,OB SR,OB,0.8732334971427917
60,50016,OB SR,SR,0.7507624626159668
61,50016,EB SR,EB,0.8985210061073303
62,50016,EB SR,SR,0.6301569938659668
63,50059,OB,OB,0.6241623163223267
64,50059,EB,EB,0.7828647494316101
65,50059,SR,SR,0.8711391091346741
66,50059,OB EB,OB,0.7530363202095032
67,50059,OB EB,EB,0.7311298251152039
68,50059,OB SR,OB,0.8064327239990234
69,50059,OB SR,SR,0.8257520794868469
70,50059,EB SR,EB,0.7713310718536377
71,50059,EB SR,SR,0.9150223731994629
72,50550,OB,OB,0.902655303478241
73,50550,EB,EB,0.8704335689544678
74,50550,SR,SR,0.8365509510040283
75,50550,OB EB,OB,0.8665953278541565
76,50550,OB EB,EB,0.8506215810775757
77,50550,OB SR,OB,0.8714215755462646
78,50550,OB SR,SR,0.8540591597557068
79,50550,EB SR,EB,0.8774240612983704
80,50550,EB SR,SR,0.8515605926513672
81,50793,OB,OB,0.9832676649093628
82,50793,EB,EB,0.9000780582427979
83,50793,SR,SR,0.8220188617706299
84,50793,OB EB,OB,0.8659346103668213
85,50793,OB EB,EB,0.9042773842811584
86,50793,OB SR,OB,0.8515694737434387
87,50793,OB SR,SR,0.7457143068313599
88,50793,EB SR,EB,0.9223365783691406
89,50793,EB SR,SR,0.8009061217308044
