,bug_id,feature_com,feature,score
0,12398,OB,OB,0.10253486037254333
1,12398,EB,EB,0.3084043860435486
2,12398,SR,SR,0.1304662823677063
3,12398,OB EB,OB,0.023831121623516083
4,12398,OB EB,EB,0.3879687488079071
5,12398,OB SR,OB,0.174157977104187
6,12398,OB SR,SR,0.1275116354227066
7,12398,EB SR,EB,0.3084043860435486
8,12398,EB SR,SR,0.09033513069152832
9,13725,OB,OB,0.27101993560791016
10,13725,EB,EB,0.2405596375465393
11,13725,SR,SR,0.13674288988113403
12,13725,OB EB,OB,0.26293492317199707
13,13725,OB EB,EB,0.24428912997245789
14,13725,OB SR,OB,0.24146823585033417
15,13725,OB SR,SR,0.13944695889949799
16,13725,EB SR,EB,0.2699586749076843
17,13725,EB SR,SR,0.14875230193138123
18,14047,OB,OB,0.4983827471733093
19,14047,EB,EB,0.5380955934524536
20,14047,SR,SR,0.22741051018238068
21,14047,OB EB,OB,0.5460951328277588
22,14047,OB EB,EB,0.5275249481201172
23,14047,OB SR,OB,0.40274494886398315
24,14047,OB SR,SR,0.2295137196779251
25,14047,EB SR,EB,0.534906268119812
26,14047,EB SR,SR,0.33817416429519653
27,17289,OB,OB,0.39335912466049194
28,17289,EB,EB,0.33113253116607666
29,17289,SR,SR,0.32379698753356934
30,17289,OB EB,OB,0.38508376479148865
31,17289,OB EB,EB,0.3680572509765625
32,17289,OB SR,OB,0.4017457962036133
33,17289,OB SR,SR,0.2475007027387619
34,17289,EB SR,EB,0.2996063232421875
35,17289,EB SR,SR,0.2277330756187439
36,17825,OB,OB,0.4015544056892395
37,17825,EB,EB,0.4523582458496094
38,17825,SR,SR,0.2593899369239807
39,17825,OB EB,OB,0.48250141739845276
40,17825,OB EB,EB,0.52554851770401
41,17825,OB SR,OB,0.47074222564697266
42,17825,OB SR,SR,0.27054116129875183
43,17825,EB SR,EB,0.48558223247528076
44,17825,EB SR,SR,0.2698107659816742
45,17993,OB,OB,0.27727368474006653
46,17993,EB,EB,0.3929987847805023
47,17993,SR,SR,0.35974404215812683
48,17993,OB EB,OB,0.2676618695259094
49,17993,OB EB,EB,0.365623414516449
50,17993,OB SR,OB,0.27517491579055786
51,17993,OB SR,SR,0.26849135756492615
52,17993,EB SR,EB,0.3512101173400879
53,17993,EB SR,SR,0.3416888117790222
54,18705,OB,OB,0.37635403871536255
55,18705,EB,EB,0.5225476026535034
56,18705,SR,SR,0.3135511875152588
57,18705,OB EB,OB,0.3710801601409912
58,18705,OB EB,EB,0.5079538822174072
59,18705,OB SR,OB,0.3807797431945801
60,18705,OB SR,SR,0.29737618565559387
61,18705,EB SR,EB,0.5160080194473267
62,18705,EB SR,SR,0.3128282129764557
63,18934,OB,OB,0.29276829957962036
64,18934,EB,EB,0.4529050588607788
65,18934,SR,SR,0.2623034417629242
66,18934,OB EB,OB,0.2939930558204651
67,18934,OB EB,EB,0.4539356827735901
68,18934,OB SR,OB,0.3351239860057831
69,18934,OB SR,SR,0.3505380153656006
70,18934,EB SR,EB,0.4539356827735901
71,18934,EB SR,SR,0.24409696459770203
72,19089,OB,OB,0.24036745727062225
73,19089,EB,EB,0.1717999279499054
74,19089,SR,SR,0.22017547488212585
75,19089,OB EB,OB,0.23821371793746948
76,19089,OB EB,EB,0.15807200968265533
77,19089,OB SR,OB,0.16345971822738647
78,19089,OB SR,SR,0.23585495352745056
79,19089,EB SR,EB,0.13489757478237152
80,19089,EB SR,SR,0.2515466809272766
81,21706,OB,OB,0.3240460753440857
82,21706,EB,EB,0.3885155916213989
83,21706,SR,SR,0.3407309949398041
84,21706,OB EB,OB,0.33476972579956055
85,21706,OB EB,EB,0.2940320372581482
86,21706,OB SR,OB,0.32569894194602966
87,21706,OB SR,SR,0.27868443727493286
88,21706,EB SR,EB,0.4196934700012207
89,21706,EB SR,SR,0.2830207645893097
90,21834,OB,OB,0.3617987334728241
91,21834,EB,EB,0.37402573227882385
92,21834,SR,SR,0.3501468896865845
93,21834,OB EB,OB,0.3844195604324341
94,21834,OB EB,EB,0.3899177610874176
95,21834,OB SR,OB,0.38323161005973816
96,21834,OB SR,SR,0.384170800447464
97,21834,EB SR,EB,0.4014072120189667
98,21834,EB SR,SR,0.331418514251709
99,22839,OB,OB,0.41831815242767334
100,22839,EB,EB,0.37940549850463867
101,22839,SR,SR,0.28869742155075073
102,22839,OB EB,OB,0.4140383005142212
103,22839,OB EB,EB,0.42721301317214966
104,22839,OB SR,OB,0.39295724034309387
105,22839,OB SR,SR,0.286487877368927
106,22839,EB SR,EB,0.46658626198768616
107,22839,EB SR,SR,0.3593619167804718
108,23787,OB,OB,0.5163602232933044
109,23787,EB,EB,0.4968014359474182
110,23787,SR,SR,0.2840057611465454
111,23787,OB EB,OB,0.396888792514801
112,23787,OB EB,EB,0.4998927712440491
113,23787,OB SR,OB,0.5166347026824951
114,23787,OB SR,SR,0.23914392292499542
115,23787,EB SR,EB,0.4998927712440491
116,23787,EB SR,SR,0.28236109018325806
117,23935,OB,OB,0.4317311644554138
118,23935,EB,EB,0.28304705023765564
119,23935,SR,SR,0.33846449851989746
120,23935,OB EB,OB,0.3913229703903198
121,23935,OB EB,EB,0.2909856140613556
122,23935,OB SR,OB,0.4154432713985443
123,23935,OB SR,SR,0.3270922899246216
124,23935,EB SR,EB,0.28189826011657715
125,23935,EB SR,SR,0.311001718044281
126,24877,OB,OB,0.3225635290145874
127,24877,EB,EB,0.2526596784591675
